source,target,km,days,expense,type,BREED
50376,50443,188.578,6.286,6.6,road,routes
50377,50086,64.436,2.148,2.255,road,routes
50377,50410,135.422,4.514,4.74,road,routes
50377,50524,183.366,1.197,0.12,coastal,routes
50377,50527,106.56,0.701,0.07,coastal,routes
50378,50175,39.936,0.316,0.032,coastal,routes
50378,50286,125.463,1.079,0.108,coastal,routes
50378,50322,101.753,0.723,0.072,coastal,routes
50378,50720,23.678,1.579,0.161,upstream,routes
50379,50065,97.688,0.669,0.067,coastal,routes
50379,50145,82.659,0.515,0.051,coastal,routes
50379,50203,85.671,2.856,2.998,road,routes
50379,50332,221.838,1.518,0.152,coastal,routes
50379,50487,681.822,4.305,0.43,overseas,routes
50379,50756,257.789,1.715,0.172,overseas,routes
50380,50216,102.04,3.401,3.571,road,routes
50380,50246,18.296,0.61,0.64,road,routes
50381,50069,76.2,2.54,2.667,road,routes
50381,50109,37.992,1.266,1.33,road,routes
50381,50255,25.31,0.844,0.886,road,routes
50382,50254,80.057,1.601,0.544,fastup,routes
50382,50267,61.764,0.515,0.21,fastdown,routes
50383,50034,41.471,0.315,0.032,coastal,routes
50383,50311,117.469,0.807,0.081,coastal,routes
50383,50323,199.31,1.425,0.142,coastal,routes
50383,50349,122.548,4.085,4.289,road,routes
50384,50120,149.943,4.998,5.248,road,routes
50384,50198,74.042,2.468,2.591,road,routes
50384,50352,66.391,2.213,2.324,road,routes
50385,50120,104.939,3.498,3.673,road,routes
50385,50222,19.823,0.661,0.694,road,routes
50385,50390,159.71,5.324,5.59,road,routes
50386,50143,82.347,2.745,2.882,road,routes
50386,50162,46.217,1.541,1.618,road,routes
50387,50103,69.427,2.314,2.43,road,routes
50387,50390,67.764,2.259,2.372,road,routes
50388,50140,41.416,1.381,1.45,road,routes
50388,50290,188.943,6.298,6.613,road,routes
50389,50227,152.729,5.091,5.346,road,routes
50389,50296,41.609,1.387,1.456,road,routes
50389,50559,207.348,1.334,0.133,coastal,routes
50389,50717,240.75,1.436,0.144,coastal,routes
50389,50718,96.883,3.229,3.391,road,routes
50389,50755,200.364,0.856,0.086,coastal,routes
50390,50021,35.784,1.193,1.252,road,routes
50390,50369,101.808,3.394,3.563,road,routes
50390,50385,159.71,5.324,5.59,road,routes
50390,50387,67.764,2.259,2.372,road,routes
50391,50087,28.774,0.959,1.007,road,routes
50391,50198,79.609,2.654,2.786,road,routes
50392,50149,87.076,2.903,3.048,road,routes
50392,50341,48.791,1.626,1.708,road,routes
50392,50419,154.791,5.16,5.418,road,routes
50393,50015,63.804,2.127,2.233,road,routes
50393,50327,28.372,0.946,0.993,road,routes
50394,50334,25.872,0.862,0.906,road,routes
50394,50362,88.783,2.959,3.107,road,routes
50395,50055,165.928,11.062,1.128,upstream,routes
50395,50413,68.781,2.293,2.407,road,routes
50395,50764,42.895,0.357,0.146,fastdown,routes
50395,50772,20.577,0.686,0.72,road,routes
50395,50773,32.165,1.072,1.126,road,routes
50396,50179,99.695,0.944,0.094,ferry,routes
50396,50233,96.986,0.585,0.058,coastal,routes
50396,50328,333.886,3.649,0.365,coastal,routes
50396,50333,253.543,1.471,0.147,overseas,routes
50396,50426,228.64,7.621,8.002,road,routes
50396,50474,536.585,5.854,0.585,slowcoast,routes
50398,50239,103.433,3.448,3.62,road,routes
50398,50264,144.931,4.831,5.073,road,routes
50398,50435,123.436,1.899,0.42,downstream,routes
50399,50200,49.789,0.357,0.036,coastal,routes
50399,50280,168.806,1.098,0.11,coastal,routes
50399,50770,27.755,0.925,0.971,road,routes
50400,50245,28.488,0.95,0.997,road,routes
50400,50431,122.254,4.075,4.279,road,routes
50401,50342,125.568,4.186,4.395,road,routes
50401,50458,320.769,2.616,0.262,coastal,routes
50401,50649,191.14,1.546,0.155,coastal,routes
50401,50652,230.495,1.523,0.152,coastal,routes
50402,50168,33.121,1.104,1.159,road,routes
50402,50209,166.795,5.56,5.838,road,routes
50402,50414,87.331,2.911,3.057,road,routes
50403,50158,180.872,12.058,1.23,upstream,routes
50403,50618,152.462,1.271,0.518,fastdown,routes
50403,50769,61.964,2.065,2.169,road,routes
50404,50039,115.775,3.859,4.052,road,routes
50404,50095,133.636,4.455,4.677,road,routes
50404,50202,209.953,6.998,7.348,road,routes
50404,50246,98.004,3.267,3.43,road,routes
50405,50014,55.441,0.358,0.036,coastal,routes
50405,50073,85.522,0.591,0.059,coastal,routes
50406,50037,106.379,1.637,0.362,downstream,routes
50406,50407,145.161,4.839,5.081,road,routes
50406,50418,82.434,8.243,0.561,upstream,routes
50407,50040,193.307,6.444,6.766,road,routes
50407,50348,124.276,4.143,4.35,road,routes
50407,50406,145.161,4.839,5.081,road,routes
50408,50293,52.83,1.761,1.849,road,routes
50408,50314,104.719,0.873,0.356,fastdown,routes
50408,50763,67.199,2.24,2.352,road,routes
50409,50232,101.6,3.387,3.556,road,routes
50409,50415,107.136,3.571,3.75,road,routes
50409,50421,96.361,3.212,3.373,road,routes
50410,50007,76.002,2.533,2.66,road,routes
50410,50377,135.422,4.514,4.74,road,routes
50411,50101,185.056,1.32,0.132,coastal,routes
50411,50759,191.828,1.231,0.123,coastal,routes
50412,50098,38.793,1.293,1.358,road,routes
50412,50156,144.318,1.029,0.103,coastal,routes
50412,50330,320.984,1.781,0.178,coastal,routes
50412,50462,256.797,1.381,0.138,overseas,routes
50413,50052,109.691,3.656,3.839,road,routes
50413,50395,68.781,2.293,2.407,road,routes
50414,50251,163.312,5.444,5.716,road,routes
50414,50261,94.528,3.151,3.308,road,routes
50414,50294,81.835,2.728,2.864,road,routes
50414,50402,87.331,2.911,3.057,road,routes
50414,50504,116.83,0.974,0.397,fastdown,routes
50415,50235,35.22,1.174,1.233,road,routes
50415,50409,107.136,3.571,3.75,road,routes
50416,50091,159.412,2.452,0.542,downstream,routes
50416,50099,124.72,4.157,4.365,road,routes
50417,50326,118.846,0.806,0.081,coastal,routes
50417,50335,304.483,10.149,10.657,road,routes
50418,50182,147.734,4.924,5.171,road,routes
50418,50406,82.434,1.268,0.28,downstream,routes
50418,50429,32.85,3.285,0.223,upstream,routes
50419,50356,79.366,1.587,0.54,fastup,routes
50419,50375,101.786,1.851,0.346,downstream,routes
50419,50392,154.791,5.16,5.418,road,routes
50419,50742,92.801,3.093,3.248,road,routes
50420,50105,43.817,0.365,0.149,fastdown,routes
50420,50116,65.987,2.2,2.31,road,routes
50420,50228,182.409,3.648,1.24,fastup,routes
50420,50344,64.068,2.136,2.242,road,routes
50421,50147,64.287,2.143,2.25,road,routes
50421,50409,96.361,3.212,3.373,road,routes
50421,50730,70.027,2.334,2.451,road,routes
50422,50097,121.838,4.061,4.264,road,routes
50422,50313,155.214,5.174,5.432,road,routes
50422,50465,91.308,3.044,3.196,road,routes
50423,50287,203.948,6.798,7.138,road,routes
50423,50310,156.099,2.402,0.531,downstream,routes
50423,50339,45.368,1.512,1.588,road,routes
50423,50738,95.666,3.189,3.348,road,routes
50424,50062,51.966,1.732,1.819,road,routes
50424,50236,17.177,0.573,0.601,road,routes
50424,50298,11.195,0.373,0.392,road,routes
50425,50122,43.476,1.449,1.522,road,routes
50425,50327,100.804,3.36,3.528,road,routes
50426,50396,228.64,7.621,8.002,road,routes
50427,50221,41.352,1.378,1.447,road,routes
50427,50299,29.584,0.986,1.035,road,routes
50428,50092,63.341,0.845,0.215,downstream,routes
50428,50139,102.466,3.416,3.586,road,routes
50428,50161,84.846,2.828,2.97,road,routes
50428,50338,117.285,11.728,0.798,upstream,routes
50429,50091,138.668,2.773,0.943,fastup,routes
50429,50418,32.85,0.274,0.112,fastdown,routes
50429,50444,141.519,4.717,4.953,road,routes
50430,50076,65.986,2.2,2.309,road,routes
50430,50129,230.635,1.377,0.138,coastal,routes
50430,50446,120.808,0.946,0.095,coastal,routes
50430,50639,371.93,2.63,0.263,coastal,routes
50431,50027,104.809,3.494,3.668,road,routes
50431,50400,122.254,4.075,4.279,road,routes
50431,50436,89.519,2.984,3.133,road,routes
50432,50254,71.108,0.79,0.484,upstream,routes
50432,50267,94.745,3.158,3.316,road,routes
50432,50297,125.495,1.394,0.427,downstream,routes
50434,50460,141.993,4.733,4.97,road,routes
50435,50088,161.263,1.344,0.548,fastdown,routes
50435,50398,123.436,2.469,0.839,fastup,routes
50435,50445,212.874,7.096,7.451,road,routes
50436,50431,89.519,2.984,3.133,road,routes
50436,50441,111.484,3.716,3.902,road,routes
50436,50447,135.624,4.521,4.747,road,routes
50437,50025,248.59,8.286,8.701,road,routes
50437,50353,56.917,1.897,1.992,road,routes
50437,50447,16.045,0.535,0.562,road,routes
50438,50439,91.592,0.884,0.088,coastal,routes
50438,50447,51.991,0.314,0.031,coastal,routes
50439,50438,91.592,0.536,0.054,coastal,routes
50439,50440,91.484,0.764,0.076,coastal,routes
50439,50622,274.626,1.399,0.14,coastal,routes
50439,50624,273.639,1.413,0.141,coastal,routes
50440,50017,609.044,2.953,0.295,overseas,routes
50440,50439,91.484,0.519,0.052,coastal,routes
50440,50441,19.129,0.638,0.67,road,routes
50440,50452,373.161,1.817,0.182,overseas,routes
50440,50613,107.373,0.883,0.088,coastal,routes
50440,50614,102.676,0.983,0.098,coastal,routes
50440,50622,342.616,1.735,0.174,coastal,routes
50441,50436,111.484,3.716,3.902,road,routes
50441,50440,19.129,0.638,0.67,road,routes
50442,50443,154.124,5.137,5.394,road,routes
50442,50458,116.029,3.868,4.061,road,routes
50443,50347,45.28,1.509,1.585,road,routes
50443,50376,188.578,6.286,6.6,road,routes
50443,50442,154.124,5.137,5.394,road,routes
50444,50429,141.519,4.717,4.953,road,routes
50444,50774,93.531,3.118,3.274,road,routes
50445,50435,212.874,7.096,7.451,road,routes
50445,50774,67.49,2.25,2.362,road,routes
50446,50430,120.783,0.789,0.079,coastal,routes
50446,50626,113.068,0.811,0.081,coastal,routes
50446,50627,364.667,2.348,0.235,overseas,routes
50447,50353,77.905,0.433,0.043,coastal,routes
50447,50436,135.624,4.521,4.747,road,routes
50447,50437,16.045,0.535,0.562,road,routes
50447,50438,51.991,0.358,0.036,coastal,routes
50448,50206,279.185,1.72,0.172,overseas,routes
50448,50450,143.059,0.895,0.089,coastal,routes
50448,50476,168.616,1.032,0.103,coastal,routes
50448,50756,148.751,1.229,0.123,coastal,routes
50449,50107,212.582,1.675,0.168,coastal,routes
50449,50198,99.656,0.677,0.068,coastal,routes
50449,50206,638.309,4.036,0.404,coastal,routes
50449,50264,862.284,5.978,0.598,overseas,routes
50449,50485,71.197,0.62,0.062,coastal,routes
50449,50486,262.375,2.098,0.21,overseas,routes
50450,50108,238.247,1.572,0.157,coastal,routes
50450,50332,102.034,0.641,0.064,coastal,routes
50450,50448,143.059,1.251,0.125,coastal,routes
50451,50286,282.795,1.736,0.174,overseas,routes
50451,50486,282.193,1.787,0.179,coastal,routes
50451,50487,111.467,0.822,0.082,coastal,routes
50452,50017,494.132,2.692,0.269,overseas,routes
50452,50046,428.41,2.073,0.207,overseas,routes
50452,50073,342.938,1.668,0.167,overseas,routes
50452,50094,360.519,1.783,0.178,overseas,routes
50452,50297,428.052,2.052,0.205,overseas,routes
50452,50440,389.921,3.25,0.325,overseas,routes
50452,50622,50.903,0.457,0.046,coastal,routes
50452,50625,109.094,0.601,0.06,coastal,routes
50452,50719,344.039,2.196,0.22,overseas,routes
50453,50630,55.93,0.375,0.037,coastal,routes
50453,50634,88.374,0.522,0.052,coastal,routes
50454,50024,48.202,0.964,0.328,fastup,routes
50454,50225,87.173,0.6,0.06,coastal,routes
50454,50634,147.953,1.528,0.153,coastal,routes
50454,50642,69.8,0.499,0.05,coastal,routes
50454,50644,86.564,0.5,0.05,coastal,routes
50455,50456,59.781,0.468,0.047,coastal,routes
50455,50516,134.845,1.232,0.123,slowcoast,routes
50456,50230,489.853,2.731,0.273,overseas,routes
50456,50455,59.781,0.575,0.057,slowcoast,routes
50456,50505,327.313,3.025,0.303,coastal,routes
50456,50512,144.247,0.979,0.098,coastal,routes
50456,50513,87.852,0.802,0.08,coastal,routes
50456,50516,181.702,1.681,0.168,slowcoast,routes
50456,50541,607.06,4.013,0.401,overseas,routes
50456,50547,672.497,4.206,0.421,overseas,routes
50456,50554,886.825,4.901,0.49,overseas,routes
50457,50758,314.476,2.096,0.21,coastal,routes
50458,50401,320.744,2.109,0.211,coastal,routes
50458,50442,116.029,3.868,4.061,road,routes
50458,50639,166.116,1.293,0.129,coastal,routes
50458,50647,92.433,0.635,0.063,coastal,routes
50459,50041,139.874,4.662,4.896,road,routes
50459,50124,105.848,0.882,0.36,fastdown,routes
50459,50157,159.737,5.325,5.591,road,routes
50460,50210,117.647,3.922,4.118,road,routes
50460,50434,141.993,4.733,4.97,road,routes
50461,50234,71.103,1.422,0.242,downstream,routes
50461,50242,242.789,4.856,1.651,fastup,routes
50462,50121,828.833,6.072,0.607,coastal,routes
50462,50185,155.964,1.017,0.102,coastal,routes
50462,50234,13.576,0.272,0.092,fastup,routes
50462,50412,256.946,1.866,0.187,overseas,routes
50463,50464,50.035,1.668,1.751,road,routes
50463,50465,71.608,2.387,2.506,road,routes
50464,50084,404.405,2.727,0.273,coastal,routes
50464,50088,352.911,2.575,0.258,coastal,routes
50464,50121,519.569,3.521,0.352,overseas,routes
50464,50463,50.035,1.668,1.751,road,routes
50465,50220,24.011,0.8,0.84,road,routes
50465,50422,91.308,3.044,3.196,road,routes
50465,50463,71.608,2.387,2.506,road,routes
50466,50143,77.055,2.569,2.697,road,routes
50466,50227,100.859,3.362,3.53,road,routes
50467,50143,76.593,0.414,0.041,coastal,routes
50467,50273,183.076,1.567,0.157,coastal,routes
50467,50544,47.639,0.275,0.027,coastal,routes
50468,50077,65.536,0.546,0.223,fastdown,routes
50468,50124,182.013,3.64,1.238,fastup,routes
50468,50257,89.882,5.992,0.611,upstream,routes
50468,50752,56.475,1.882,1.977,road,routes
50469,50159,75.988,0.509,0.051,coastal,routes
50469,50528,173.435,1.537,0.154,coastal,routes
50469,50749,25.941,0.865,0.908,road,routes
50470,50048,191.687,6.39,6.709,road,routes
50470,50163,260.004,8.667,9.1,road,routes
50471,50133,37.407,2.494,0.254,upstream,routes
50471,50303,207.89,1.336,0.134,coastal,routes
50472,50263,129.708,4.324,4.54,road,routes
50472,50749,159.541,5.318,5.584,road,routes
50473,50001,225.368,7.512,7.888,road,routes
50473,50315,25.576,0.853,0.895,road,routes
50474,50108,225.353,1.482,0.148,overseas,routes
50474,50206,276.799,2.312,0.231,coastal,routes
50474,50354,176.637,1.233,0.123,coastal,routes
50474,50396,536.585,4.788,0.479,coastal,routes
50474,50483,697.494,5.927,0.593,coastal,routes
50476,50448,168.616,1.178,0.118,coastal,routes
50482,50250,759.356,4.809,0.481,overseas,routes
50482,50334,78.652,0.56,0.056,coastal,routes
50482,50483,108.679,0.892,0.089,coastal,routes
50483,50107,406.212,3.337,0.334,coastal,routes
50483,50108,715.941,4.419,0.442,overseas,routes
50483,50198,144.636,1.17,0.117,coastal,routes
50483,50250,762.23,4.95,0.495,overseas,routes
50483,50329,53.119,0.375,0.037,coastal,routes
50483,50474,698.428,4.227,0.423,coastal,routes
50483,50482,108.679,0.706,0.071,coastal,routes
50485,50449,71.197,0.482,0.048,coastal,routes
50485,50486,201.556,1.604,0.16,overseas,routes
50486,50107,306.276,1.966,0.197,overseas,routes
50486,50179,1594.399,11.48,1.148,overseas,routes
50486,50286,432.782,3.005,0.3,overseas,routes
50486,50449,262.375,1.59,0.159,overseas,routes
50486,50451,282.147,2.103,0.21,coastal,routes
50486,50485,201.556,1.234,0.123,overseas,routes
50486,50505,375.446,2.354,0.235,overseas,routes
50486,50756,639.279,3.994,0.399,overseas,routes
50487,50264,605.103,4.536,0.454,overseas,routes
50487,50286,309.572,1.968,0.197,overseas,routes
50487,50379,681.784,5.075,0.508,overseas,routes
50487,50451,111.467,0.733,0.073,coastal,routes
50487,50716,126.699,0.884,0.088,coastal,routes
50489,50716,102.157,0.796,0.08,coastal,routes
50489,50761,53.106,0.423,0.042,coastal,routes
50491,50374,121.054,0.684,0.068,coastal,routes
50491,50498,79.218,0.599,0.06,coastal,routes
50492,50107,465.12,3.556,0.356,coastal,routes
50492,50230,368.987,2.386,0.239,coastal,routes
50492,50331,194.709,1.247,0.125,coastal,routes
50492,50374,105.185,0.702,0.07,coastal,routes
50493,50107,76.263,0.592,0.059,coastal,routes
50493,50495,55.015,0.387,0.039,coastal,routes
50493,50501,153.052,0.98,0.098,overseas,routes
50493,50505,173.044,1.064,0.106,coastal,routes
50495,50188,125.592,0.813,0.081,coastal,routes
50495,50493,55.015,0.497,0.05,coastal,routes
50495,50499,99.466,0.615,0.061,coastal,routes
50498,50188,110.178,1.025,0.102,coastal,routes
50498,50491,79.225,0.5,0.05,coastal,routes
50499,50495,99.466,0.79,0.079,coastal,routes
50499,50505,125.845,0.874,0.087,coastal,routes
50499,50512,290.383,1.737,0.174,overseas,routes
50501,50286,426.243,3.14,0.314,overseas,routes
50501,50493,153.052,1.075,0.107,overseas,routes
50501,50505,45.989,0.347,0.035,coastal,routes
50502,50323,77.985,2.6,2.729,road,routes
50502,50746,42.416,1.414,1.485,road,routes
50504,50020,44.195,0.365,0.036,coastal,routes
50504,50323,115.786,0.795,0.08,coastal,routes
50504,50414,116.83,2.337,0.794,fastup,routes
50505,50107,238.038,1.715,0.172,overseas,routes
50505,50456,327.301,2.032,0.203,coastal,routes
50505,50486,375.218,3.067,0.307,overseas,routes
50505,50493,173.044,1.251,0.125,coastal,routes
50505,50499,125.845,0.811,0.081,coastal,routes
50505,50501,45.989,0.482,0.048,coastal,routes
50505,50507,77.556,0.483,0.048,coastal,routes
50505,50512,301.81,1.853,0.185,overseas,routes
50505,50516,369.106,2.23,0.223,coastal,routes
50505,50714,141.273,0.877,0.088,coastal,routes
50507,50505,77.556,0.698,0.07,coastal,routes
50507,50715,85.274,0.499,0.05,coastal,routes
50509,50020,84.808,0.692,0.069,coastal,routes
50509,50034,43.806,0.307,0.031,coastal,routes
50512,50456,144.247,0.962,0.096,coastal,routes
50512,50499,290.383,2.648,0.265,overseas,routes
50512,50505,301.81,3.005,0.3,overseas,routes
50513,50456,87.84,0.615,0.061,coastal,routes
50513,50715,121.232,1.174,0.117,slowcoast,routes
50515,50230,121.449,0.871,0.087,coastal,routes
50515,50319,164.46,0.853,0.085,coastal,routes
50516,50017,1696.911,9.715,0.971,overseas,routes
50516,50179,2165.208,16.019,1.602,overseas,routes
50516,50326,18.515,0.125,0.012,ferry,routes
50516,50455,134.845,0.901,0.09,coastal,routes
50516,50456,181.702,1.244,0.124,coastal,routes
50516,50505,369.106,2.899,0.29,coastal,routes
50516,50541,546.741,3.456,0.346,overseas,routes
50516,50545,857.348,5.056,0.506,overseas,routes
50516,50714,256.908,2.071,0.207,coastal,routes
50518,50201,78.073,0.765,0.076,coastal,routes
50518,50336,96.535,0.669,0.067,coastal,routes
50520,50051,32.332,0.212,0.021,coastal,routes
50520,50358,31.62,0.258,0.026,coastal,routes
50521,50326,72.044,0.672,0.067,coastal,routes
50521,50523,49.247,0.464,0.046,coastal,routes
50522,50796,1053.453,6.679,0.668,coastal,routes
50523,50521,49.247,0.394,0.039,coastal,routes
50523,50524,142.819,1.141,0.114,coastal,routes
50524,50377,183.358,1.767,0.177,coastal,routes
50524,50523,142.819,1.053,0.105,coastal,routes
50524,50529,146.219,1.192,0.119,coastal,routes
50527,50377,106.56,0.916,0.092,coastal,routes
50527,50529,61.426,0.485,0.048,coastal,routes
50528,50266,116.198,0.895,0.089,coastal,routes
50528,50469,173.435,1.11,0.111,coastal,routes
50528,50733,26.448,0.882,0.926,road,routes
50529,50524,146.219,1.118,0.112,coastal,routes
50529,50527,61.426,0.665,0.067,coastal,routes
50529,50530,59.041,0.552,0.055,coastal,routes
50529,50537,163.739,1.192,0.119,coastal,routes
50529,50545,866.12,4.86,0.486,overseas,routes
50530,50086,92.614,0.856,0.086,coastal,routes
50530,50529,59.041,0.444,0.044,coastal,routes
50530,50535,114.496,0.744,0.074,coastal,routes
50531,50036,60.154,0.481,0.048,coastal,routes
50531,50538,254.094,1.969,0.197,coastal,routes
50533,50034,818.454,7.206,0.721,overseas,routes
50533,50086,142.655,1.102,0.11,coastal,routes
50533,50266,357.582,3.238,0.324,coastal,routes
50533,50336,435.804,4.108,0.411,coastal,routes
50533,50534,11.975,0.125,0.012,coastal,routes
50533,50535,51.822,0.436,0.044,coastal,routes
50533,50537,139.208,0.932,0.093,coastal,routes
50534,50273,235.761,7.859,8.252,road,routes
50534,50533,11.975,0.125,0.012,coastal,routes
50534,50535,25.927,0.864,0.907,road,routes
50535,50159,68.218,0.572,0.057,coastal,routes
50535,50530,114.496,0.738,0.074,coastal,routes
50535,50533,51.822,0.361,0.036,coastal,routes
50535,50534,25.927,0.864,0.907,road,routes
50535,50750,37.603,1.253,1.316,road,routes
50537,50273,103.213,0.605,0.06,coastal,routes
50537,50529,163.739,1.495,0.15,coastal,routes
50537,50533,139.208,1.324,0.132,coastal,routes
50538,50230,583.767,4.136,0.414,coastal,routes
50538,50320,115.556,0.794,0.079,coastal,routes
50538,50531,254.094,1.346,0.135,coastal,routes
50538,50540,674.04,5.8,0.58,overseas,routes
50538,50541,673.459,5.66,0.566,overseas,routes
50538,50545,213.613,1.421,0.142,coastal,routes
50539,50273,25.416,0.226,0.023,coastal,routes
50539,50541,171.604,0.894,0.089,coastal,routes
50539,50741,107.478,0.431,0.043,coastal,routes
50540,50538,668.074,3.354,0.335,overseas,routes
50540,50541,44.243,0.283,0.028,coastal,routes
50540,50741,81.012,0.666,0.067,coastal,routes
50541,50456,606.943,4.575,0.458,overseas,routes
50541,50516,546.908,4.438,0.444,overseas,routes
50541,50538,667.493,3.364,0.336,overseas,routes
50541,50539,171.604,1.675,0.168,coastal,routes
50541,50540,44.243,0.406,0.041,coastal,routes
50541,50542,32.186,0.239,0.024,coastal,routes
50541,50544,116.649,0.876,0.088,coastal,routes
50542,50541,32.186,0.344,0.034,coastal,routes
50542,50546,118.405,0.674,0.067,coastal,routes
50544,50467,47.639,0.3,0.03,coastal,routes
50544,50541,116.649,0.686,0.069,coastal,routes
50544,50549,145.245,0.8,0.08,coastal,routes
50545,50138,16.068,0.536,0.562,road,routes
50545,50141,104.584,0.672,0.067,coastal,routes
50545,50320,114.8,0.833,0.083,coastal,routes
50545,50516,893.707,8.777,0.878,overseas,routes
50545,50529,866.12,8.994,0.899,overseas,routes
50545,50538,213.613,1.497,0.15,coastal,routes
50545,50547,408.544,3.751,0.375,overseas,routes
50545,50554,319.746,2.377,0.238,overseas,routes
50545,50556,360.512,2.783,0.278,overseas,routes
50546,50542,118.405,1.26,0.126,coastal,routes
50546,50547,74.615,0.471,0.047,coastal,routes
50547,50456,673.362,5.44,0.544,overseas,routes
50547,50545,407.894,2.287,0.229,overseas,routes
50547,50546,74.615,0.788,0.079,slowcoast,routes
50547,50548,45.634,0.414,0.041,coastal,routes
50547,50552,70.632,0.442,0.044,coastal,routes
50547,50556,148.26,0.825,0.082,coastal,routes
50548,50547,45.634,0.307,0.031,coastal,routes
50548,50552,83.68,0.471,0.047,coastal,routes
50549,50143,75.967,0.737,0.074,slowcoast,routes
50549,50544,145.237,1.21,0.121,coastal,routes
50549,50550,24.239,0.808,0.848,road,routes
50550,50162,51.808,0.345,0.034,coastal,routes
50550,50549,24.239,0.808,0.848,road,routes
50550,50552,202.566,1.08,0.108,coastal,routes
50550,50573,218.326,1.184,0.118,coastal,routes
50550,50593,362.188,1.857,0.186,coastal,routes
50550,50796,129.053,0.473,0.047,coastal,routes
50551,50141,65.052,0.713,0.071,coastal,routes
50551,50553,61.968,0.441,0.044,coastal,routes
50551,50558,292.973,2.6,0.26,slowover,routes
50552,50547,70.632,0.568,0.057,coastal,routes
50552,50548,83.68,0.788,0.079,slowcoast,routes
50552,50550,220.566,1.83,0.183,coastal,routes
50552,50582,303.825,1.563,0.156,coastal,routes
50553,50551,61.968,0.789,0.079,coastal,routes
50553,50567,172.863,1.089,0.109,coastal,routes
50554,50456,886.825,6.985,0.699,overseas,routes
50554,50545,319.62,1.932,0.193,overseas,routes
50554,50556,65.246,0.574,0.057,coastal,routes
50554,50558,73.653,0.442,0.044,coastal,routes
50555,50557,141.394,0.74,0.074,coastal,routes
50555,50562,131.473,0.679,0.068,coastal,routes
50555,50598,367.89,1.884,0.188,coastal,routes
50555,50717,363.528,2.996,0.3,coastal,routes
50555,50783,272.167,1.452,0.145,coastal,routes
50556,50545,360.034,2.134,0.213,overseas,routes
50556,50547,148.26,1.563,0.156,slowcoast,routes
50556,50554,65.246,0.378,0.038,coastal,routes
50556,50577,197.697,1.057,0.106,coastal,routes
50557,50050,69.101,0.651,0.065,slowcoast,routes
50557,50555,141.394,1.215,0.121,coastal,routes
50557,50562,77.307,0.476,0.048,coastal,routes
50557,50573,125.181,0.708,0.071,coastal,routes
50557,50598,292.92,1.543,0.154,coastal,routes
50557,50603,319.4,1.987,0.199,coastal,routes
50557,50779,31.671,0.103,0.01,coastal,routes
50558,50551,292.973,1.795,0.18,overseas,routes
50558,50554,79.483,0.751,0.075,coastal,routes
50559,50389,207.348,1.67,0.167,coastal,routes
50559,50569,133.217,0.863,0.086,coastal,routes
50559,50586,192.915,1.335,0.133,coastal,routes
50559,50718,143.326,1.036,0.104,coastal,routes
50559,50784,167.46,1.457,0.146,coastal,routes
50562,50555,131.473,1.115,0.111,coastal,routes
50562,50557,77.307,0.473,0.047,coastal,routes
50562,50717,252.013,2.493,0.249,coastal,routes
50562,50755,193.346,1.847,0.185,coastal,routes
50562,50778,76.78,0.368,0.037,coastal,routes
50564,50569,149.714,1.084,0.108,slowcoast,routes
50564,50594,205.152,1.542,0.154,coastal,routes
50567,50553,190.72,1.64,0.164,coastal,routes
50567,50568,26.833,0.213,0.021,coastal,routes
50568,50112,33.713,0.254,0.025,coastal,routes
50568,50567,32.803,0.314,0.031,coastal,routes
50568,50577,534.708,4.388,0.439,overseas,routes
50569,50019,110.177,0.91,0.091,coastal,routes
50569,50559,133.105,0.969,0.097,coastal,routes
50569,50564,149.714,1.237,0.124,coastal,routes
50569,50592,157.536,0.858,0.086,coastal,routes
50572,50792,28.437,0.233,0.023,coastal,routes
50573,50169,212.307,1.135,0.114,coastal,routes
50573,50550,230.067,1.72,0.172,coastal,routes
50573,50557,125.181,1.059,0.106,coastal,routes
50573,50604,226.227,1.191,0.119,coastal,routes
50573,50755,255.35,2.545,0.255,coastal,routes
50573,50776,120.214,0.787,0.079,coastal,routes
50573,50777,135.61,0.878,0.088,coastal,routes
50573,50778,76.068,0.617,0.062,coastal,routes
50573,50779,107.092,0.925,0.092,coastal,routes
50573,50780,122.19,0.861,0.086,coastal,routes
50573,50781,112.095,0.655,0.066,coastal,routes
50573,50782,72.208,0.283,0.028,coastal,routes
50573,50783,95.53,0.551,0.055,coastal,routes
50573,50785,91.941,0.621,0.062,slowcoast,routes
50573,50787,112.09,0.783,0.078,coastal,routes
50573,50793,39.431,0.2,0.02,coastal,routes
50573,50795,124.627,0.824,0.082,coastal,routes
50573,50797,94.46,0.728,0.073,coastal,routes
50573,50798,33.56,0.331,0.033,coastal,routes
50573,50800,35.792,0.275,0.028,coastal,routes
50573,50801,128.409,0.833,0.083,slowcoast,routes
50577,50556,197.697,1.534,0.153,coastal,routes
50577,50568,534.708,3.143,0.314,overseas,routes
50577,50582,55.3,0.328,0.033,coastal,routes
50582,50552,321.016,2.682,0.268,coastal,routes
50582,50577,55.3,0.477,0.048,coastal,routes
50582,50593,173.506,1.219,0.122,coastal,routes
50582,50758,52.418,0.349,0.035,coastal,routes
50582,50801,147.176,1.365,0.136,coastal,routes
50586,50019,32.828,0.234,0.023,coastal,routes
50586,50559,192.467,1.213,0.121,coastal,routes
